,a,b
0,,
1,,
2,"TABLAS DE CORRELACIÓN 
TIGIE FRACCIONES ARANCELARIAS",
3,TIGIE 2022 (SA 2022),TIGIE 2020 (SA 2017)
7161,8529.90.19,8529.90.19
7162,8529.90.20,8529.90.20
7163,8529.90.21,8529.90.21
7164,8529.90.99,8529.90.99
7165,8530.10.01,8530.10.01
7166,8530.80.02,8530.80.02
7167,8530.80.99,8530.80.99
7168,8530.90.01,8530.90.01
7169,8531.10.01,8531.10.01
7170,8531.10.02,8531.10.02
7171,8531.10.03,8531.10.03
7172,8531.10.04,8531.10.04
7173,8531.10.99,8531.10.99
7174,8531.20.01,8531.20.01
7175,8531.80.01,8531.80.01
7176,8531.80.03,8531.80.03
7177,8531.80.99,8531.80.99
7178,8531.90.02,8531.90.02
7179,8531.90.99,8531.90.99
7180,8532.10.01,8532.10.01
7181,8532.10.99,8532.10.99
7182,8532.21.01,8532.21.01
7183,8532.22.04,8532.22.04
7184,8532.23.06,8532.23.06
7185,8532.24.04,8532.24.04
7186,8532.25.02,8532.25.02
7187,8532.25.99,8532.25.99
7188,8532.29.99,8532.29.99
7189,8532.30.05,8532.30.05
7190,8532.90.01,8532.90.01
7191,8533.10.03,8533.10.03
7192,8533.21.01,8533.21.01
7193,8533.29.99,8533.29.99
7194,8533.31.02,8533.31.02
7195,8533.39.99,8533.39.99
7196,8533.40.91,8533.40.08
7197,8533.90.03,8533.90.03
7198,8534.00.04,8534.00.04
7199,8535.10.01,8535.10.01
7200,8535.10.02,8535.10.02
7201,8535.10.03,8535.10.03
7202,8535.10.99,8535.10.99
7203,8535.21.01,8535.21.01
7204,8535.29.99,8535.29.99
7205,8535.30.07,8535.30.07
7206,8535.40.01,8535.40.01
7207,8535.40.99,8535.40.99
7208,8535.90.08,8535.90.08
7209,8535.90.20,8535.90.20
7210,8535.90.99,8535.90.99
7211,8536.10.03,8536.10.03
7212,8536.10.04,8536.10.04
7213,8536.10.99,8536.10.99
7214,8536.20.01,8536.20.01
7215,8536.20.02,8536.20.02
7216,8536.20.99,8536.20.99
7217,8536.30.05,8536.30.05
7218,8536.30.99,8536.30.99
7219,8536.41.03,8536.41.03
7220,8536.41.99,8536.41.99
7221,8536.49.99,8536.49.99
7222,8536.50.07,8536.50.07
7223,8536.50.99,8536.50.99
7224,8536.61.04,8536.61.04
7225,8536.69.02,8536.69.02
7226,8536.69.99,7318.23.02
7227,8536.69.99,7415.39.99
7228,8536.69.99,7616.10.02
7229,8536.69.99,8536.69.99
7230,8536.70.01,8536.70.01
7231,8536.90.28,8536.90.28
7232,8536.90.99,8536.90.99
7233,8537.10.03,8537.10.03
7234,8537.10.04,8537.10.04
7235,8537.10.05,8537.10.05
7236,8537.10.06,8537.10.06
7237,8537.10.99,8537.10.99
7238,8537.20.02,8537.20.02
7239,8537.20.99,8537.20.99
7240,8538.10.01,8538.10.01
7241,8538.90.01,8538.90.01
7242,8538.90.05,8538.90.05
7243,8538.90.99,8538.90.99
7244,8539.10.99,8539.10.99
7245,8539.21.01,8539.21.01
7246,8539.21.99,8539.21.99
7247,8539.22.01,8539.22.01
7248,8539.22.02,8539.22.02
7249,8539.22.03,8539.22.03
7250,8539.22.04,8539.22.04
7251,8539.22.05,8539.22.05
7252,8539.22.99,8539.22.99
7253,8539.29.99,8539.29.99
7254,8539.31.01,8539.31.01
7255,8539.31.99,8539.31.99
7256,8539.32.04,8539.32.04
7257,8539.39.01,8539.39.01
7258,8539.39.02,8539.39.02
7259,8539.39.03,8539.39.03
7260,8539.39.04,8539.39.04
7261,8539.39.05,8539.39.05
7262,8539.39.06,8539.39.06
7263,8539.39.99,8539.39.99
7264,8539.41.01,8539.41.01
7265,8539.49.99,8539.49.99
7266,8539.51.01,8539.90.07
7267,8539.51.01,8543.70.99
7268,8539.51.02,9405.30.01
7269,8539.51.99,9405.10.04
7270,8539.51.99,9405.20.02
7271,8539.51.99,9405.40.01
7272,8539.52.01,8539.50.01
7273,8539.90.07,8539.90.07
7274,8539.90.07,8543.90.99
7275,8539.90.07,9405.99.99
7276,8540.11.06,8540.11.06
7277,8540.12.02,8540.12.02
7278,8540.20.02,8540.20.02
7279,8540.40.02,8540.40.02
7280,8540.60.91,8540.60.02
7281,8540.71.01,8540.71.01
7282,8540.79.99,8540.79.99
7283,8540.81.03,8540.81.03
7284,8540.89.99,8540.89.99
7285,8540.91.05,8540.91.05
7286,8540.99.99,8540.99.99
7287,8541.10.01,8541.10.01
7288,8541.21.01,8541.21.01
7289,8541.29.99,8541.29.99
7290,8541.30.01,8541.30.01
7291,8541.41.01,8541.40.04
7292,8541.42.01,8541.40.04
7293,8541.43.01,8541.40.04
7294,8541.49.99,8541.40.04
7295,8541.51.01,8541.50.01
7296,8541.59.99,8541.50.01
7297,8541.60.01,8541.60.01
7298,8541.90.02,8541.90.02
7299,8542.31.03,8542.31.03
7300,8542.32.02,8542.32.02
7301,8542.33.02,8542.33.02
7302,8542.39.99,8542.39.99
7303,8542.90.01,8542.90.01
7304,8543.10.02,8543.10.02
7305,8543.20.06,8543.20.06
7306,8543.30.01,8543.30.01
7307,8543.40.01,8543.70.18
7308,8543.70.01,8543.70.01
7309,8543.70.08,8543.70.08
7310,8543.70.17,8543.70.17
7311,8543.70.99,8543.70.99
7312,8543.90.01,8543.90.01
7313,8543.90.02,8543.90.02
7314,8543.90.03,8543.90.03
7315,8543.90.99,8543.90.99
7316,8544.11.01,8544.11.01
7317,8544.19.99,8544.19.99
7318,8544.20.01,8544.20.01
7319,8544.20.02,8544.20.02
7320,8544.20.03,8544.20.03
7321,8544.20.99,8544.20.99
7322,8544.30.01,8544.30.01
7323,8544.30.99,8544.30.99
7324,8544.42.05,8544.42.05
7325,8544.42.99,8544.42.99
7326,8544.49.05,8544.49.05
7327,8544.49.99,8544.49.99
7328,8544.60.91,8544.60.02
7329,8544.70.01,8544.70.01
7330,8545.11.01,8545.11.01
7331,8545.19.99,8545.19.99
7332,8545.20.01,8545.20.01
7333,8545.90.99,8545.90.99
7334,8546.10.01,8546.10.01
7335,8546.10.02,8546.10.02
7336,8546.10.03,8546.10.03
7337,8546.10.99,8546.10.99
7338,8546.20.01,8546.20.01
7339,8546.20.02,8546.20.02
7340,8546.20.03,8546.20.03
7341,8546.20.04,8546.20.04
7342,8546.20.05,8546.20.05
7343,8546.20.99,8546.20.99
7344,8546.90.01,8546.90.01
7345,8546.90.02,8546.90.02
7346,8546.90.03,8546.90.03
7347,8546.90.99,8546.90.99
7348,8547.10.06,8547.10.06
7349,8547.10.99,8547.10.99
7350,8547.20.04,8547.20.04
7351,8547.90.99,8547.90.99
7352,8548.00.01,8548.90.04
7353,8548.00.99,8548.90.99
7354,8549.11.01,8548.10.01
7355,8549.12.91,8548.10.01
7356,8549.13.01,8548.10.01
7357,8549.14.01,8548.10.01
7358,8549.19.99,8548.10.01
7359,8549.21.01,8548.10.01
7360,8549.29.99,8548.10.01
7361,8549.31.01,8548.10.01
7362,8549.39.99,8548.10.01
7363,8549.91.01,8548.10.01
7364,8549.99.99,8548.10.01
7365,8601.10.01,8601.10.01
7366,8601.20.01,8601.20.01
7367,8602.10.01,8602.10.01
7368,8602.90.99,8602.90.99
7369,8603.10.01,8603.10.01
7370,8603.90.99,8603.90.99
7371,8604.00.03,8604.00.03
7372,8605.00.01,8605.00.01
7373,8605.00.99,8605.00.99
7374,8606.10.01,8606.10.01
7375,8606.30.01,8606.30.01
7376,8606.91.02,8606.91.02
7377,8606.92.01,8606.92.01
7378,8606.99.99,8606.99.99
7379,8607.11.01,8607.11.01
7380,8607.12.91,8607.12.99
7381,8607.19.02,8607.19.02
7382,8607.19.03,8607.19.03
7383,8607.19.99,8607.19.99
7384,8607.21.02,8607.21.02
7385,8607.29.99,8607.29.99
7386,8607.30.01,8607.30.01
7387,8607.91.02,8607.91.02
7388,8607.99.99,8607.99.99
7389,8608.00.04,8608.00.04
7390,8609.00.01,8609.00.01
7391,8701.10.01,8701.10.01
7392,8701.21.01,8701.20.02
7393,8701.21.99,8701.20.01
7394,8701.22.01,8701.20.02
7395,8701.22.99,8701.20.01
7396,8701.23.01,8701.20.02
7397,8701.23.99,8701.20.01
7398,8701.24.01,8701.20.02
7399,8701.24.99,8701.20.01
7400,8701.29.01,8701.20.02
7401,8701.29.99,8701.20.01
7402,8701.30.01,8701.30.01
7403,8701.30.99,8701.30.99
7404,8701.91.01,8701.91.01
7405,8701.91.02,8701.91.02
7406,8701.91.99,8701.91.99
7407,8701.92.01,8701.92.01
7408,8701.92.02,8701.92.02
7409,8701.92.03,8701.92.03
7410,8701.92.99,8701.92.99
7411,8701.93.01,8701.93.01
7412,8701.93.02,8701.93.02
7413,8701.93.99,8701.93.99
7414,8701.94.01,8701.94.01
7415,8701.94.02,8701.94.02
7416,8701.94.03,8701.94.03
7417,8701.94.04,8701.94.04
7418,8701.94.05,8701.94.05
7419,8701.94.99,8701.94.99
7420,8701.95.01,8701.95.01
7421,8701.95.02,8701.95.02
7422,8701.95.99,8701.95.99
7423,8702.10.05,8702.10.05
7424,8702.10.99,8702.10.99
7425,8702.20.05,8702.20.05
7426,8702.20.99,8702.20.99
7427,8702.30.05,8702.30.05
7428,8702.30.99,8702.30.99
7429,8702.40.01,8702.40.01
7430,8702.40.02,8702.40.02
7431,8702.40.06,8702.40.06
7432,8702.40.07,8702.40.07
7433,8702.90.01,8702.90.01
7434,8702.90.06,8702.90.06
7435,8702.90.08,8702.90.08
7436,8702.90.99,8702.90.99
7437,8703.10.04,8703.10.04
7438,8703.21.01,8703.21.01
7439,8703.21.02,8703.21.02
7440,8703.21.99,8703.21.99
7441,8703.22.02,8703.22.02
7442,8703.22.99,8703.22.01
7443,8703.23.02,8703.23.02
7444,8703.23.99,8703.23.01
7445,8703.24.02,8703.24.02
7446,8703.24.99,8703.24.01
7447,8703.31.02,8703.31.02
7448,8703.31.99,8703.31.01
7449,8703.32.02,8703.32.02
7450,8703.32.99,8703.32.01
7451,8703.33.02,8703.33.02
7452,8703.33.99,8703.33.01
7453,8703.40.02,8703.40.02
7454,8703.40.03,8703.40.03
7455,8703.40.99,8703.40.01
7456,8703.50.02,8703.50.02
7457,8703.50.99,8703.50.01
7458,8703.60.02,8703.60.02
7459,8703.60.03,8703.60.03
7460,8703.60.99,8703.60.01
7461,8703.70.02,8703.70.02
7462,8703.70.99,8703.70.01
7463,8703.80.01,8703.80.01
7464,8703.80.02,8703.80.02
7465,8703.90.02,8703.90.02
7466,8703.90.99,8703.90.99
7467,8704.10.02,8704.10.02
7468,8704.21.01,8704.21.01
7469,8704.21.04,8704.21.04
7470,8704.21.99,8704.21.99
7471,8704.22.01,8704.22.01
7472,8704.22.07,8704.22.07
7473,8704.22.99,8704.22.99
7474,8704.23.01,8704.23.01
7475,8704.23.02,8704.23.02
7476,8704.23.99,8704.23.99
7477,8704.31.01,8704.31.01
7478,8704.31.02,8704.31.02
7479,8704.31.05,8704.31.05
7480,8704.31.99,8704.31.99
7481,8704.32.01,8704.32.01
7482,8704.32.07,8704.32.07
7483,8704.32.99,8704.32.99
7484,8704.41.01,8704.21.01
7485,8704.41.02,8704.21.04
7486,8704.41.99,8704.21.99
7487,8704.41.99,8704.90.99
7488,8704.42.01,8704.22.01
7489,8704.42.02,8704.22.07
7490,8704.42.99,8704.22.99
7491,8704.42.99,8704.90.99
7492,8704.43.01,8704.23.01
7493,8704.43.02,8704.23.02
7494,8704.43.99,8704.23.99
7495,8704.43.99,8704.90.99
7496,8704.51.01,8704.31.01
7497,8704.51.02,8704.31.02
7498,8704.51.03,8704.31.05
7499,8704.51.99,8704.31.99
7500,8704.51.99,8704.90.99
7501,8704.52.01,8704.32.01
7502,8704.52.02,8704.32.07
7503,8704.52.99,8704.32.99
7504,8704.52.99,8704.90.99
7505,8704.60.01,8704.90.99
7506,8704.60.02,8704.90.01
7507,8704.90.99,8704.90.99
7508,8705.10.01,8705.10.01
7509,8705.20.01,8705.20.01
7510,8705.20.99,8705.20.99
7511,8705.30.01,8705.30.01
7512,8705.40.01,8705.40.01
7513,8705.40.02,8705.40.02
7514,8705.90.01,8705.90.01
7515,8705.90.02,8705.90.02
7516,8705.90.99,8705.90.99
7517,8706.00.01,8706.00.01
7518,8706.00.99,8706.00.99
7519,8707.10.02,8707.10.02
7520,8707.90.02,8707.90.02
7521,8707.90.99,8707.90.99
7522,8708.10.01,8708.10.01
7523,8708.10.02,8708.10.02
7524,8708.10.03,8708.10.03
7525,8708.10.99,8708.10.99
7526,8708.21.01,8708.21.01
7527,8708.22.01,8708.29.99
7528,8708.29.01,8708.29.01
7529,8708.29.02,8708.29.02
7530,8708.29.03,8708.29.03
7531,8708.29.04,8708.29.04
7532,8708.29.05,8708.29.05
7533,8708.29.06,8708.29.06
7534,8708.29.07,8708.29.07
7535,8708.29.08,8708.29.08
7536,8708.29.09,8708.29.09
7537,8708.29.10,8708.29.10
7538,8708.29.11,8708.29.11
7539,8708.29.12,8708.29.12
7540,8708.29.13,8708.29.13
7541,8708.29.16,8708.29.16
7542,8708.29.17,8708.29.17
7543,8708.29.18,8708.29.18
7544,8708.29.19,8708.29.19
7545,8708.29.20,8708.29.20
7546,8708.29.22,8708.29.22
7547,8708.29.23,8708.29.23
7548,8708.29.24,8708.29.24
7549,8708.29.99,8708.29.99
7550,8708.30.01,8708.30.01
7551,8708.30.02,8708.30.02
7552,8708.30.04,8708.30.04
7553,8708.30.06,8708.30.06
7554,8708.30.08,8708.30.08
7555,8708.30.09,8708.30.09
7556,8708.30.10,8708.30.10
7557,8708.30.11,8708.30.11
7558,8708.30.99,8708.30.99
7559,8708.40.01,8708.40.01
7560,8708.40.02,8708.40.02
7561,8708.40.03,8708.40.03
7562,8708.40.04,8708.40.04
7563,8708.40.05,8708.40.05
7564,8708.40.07,8708.40.07
7565,8708.40.08,8708.40.08
7566,8708.40.99,8708.40.99
7567,8708.50.01,8708.50.01
7568,8708.50.02,8708.50.02
7569,8708.50.03,8708.50.03
7570,8708.50.04,8708.50.04
7571,8708.50.05,8708.50.05
7572,8708.50.06,8708.50.06
7573,8708.50.07,8708.50.07
7574,8708.50.10,8708.50.10
7575,8708.50.13,8708.50.13
7576,8708.50.14,8708.50.14
7577,8708.50.15,8708.50.15
7578,8708.50.16,8708.50.16
7579,8708.50.18,8708.50.18
7580,8708.50.20,8708.50.20
7581,8708.50.22,8708.50.22
7582,8708.50.23,8708.50.23
7583,8708.50.24,8708.50.24
7584,8708.50.25,8708.50.25
7585,8708.50.26,8708.50.26
7586,8708.50.27,8708.50.27
7587,8708.50.28,8708.50.28
7588,8708.50.29,8708.50.29
7589,8708.50.30,8708.50.30
7590,8708.50.91,8708.50.08
7591,8708.50.92,8708.50.09
7592,8708.50.99,8708.50.99
7593,8708.70.06,8708.70.06
7594,8708.70.99,8708.70.99
7595,8708.80.01,8708.80.01
7596,8708.80.02,8708.80.02
7597,8708.80.03,8708.80.03
7598,8708.80.04,8708.80.04
7599,8708.80.05,8708.80.05
7600,8708.80.06,8708.80.06
7601,8708.80.07,8708.80.07
7602,8708.80.08,8708.80.08
7603,8708.80.09,8708.80.09
7604,8708.80.10,8708.80.10
7605,8708.80.11,8708.80.11
7606,8708.80.12,8708.80.12
7607,8708.80.99,8708.80.99
7608,8708.91.01,8708.91.01
7609,8708.91.02,8708.91.02
7610,8708.91.03,8708.91.03
7611,8708.91.99,8708.91.99
7612,8708.92.03,8708.92.03
7613,8708.93.05,8708.93.05
7614,8708.94.12,8708.94.12
7615,8708.95.02,8708.95.02
7616,8708.99.04,8708.99.04
7617,8708.99.07,8708.99.07
7618,8708.99.08,8708.99.08
7619,8708.99.09,8708.99.09
7620,8708.99.99,8708.99.99
7621,8709.11.01,8709.11.01
7622,8709.19.99,8709.19.99
7623,8709.90.01,8709.90.01
7624,8710.00.01,8710.00.01
7625,8711.10.03,8711.10.03
7626,8711.20.05,8711.20.05
7627,8711.30.04,8711.30.04
7628,8711.40.01,8711.40.01
7629,8711.40.02,8711.40.02
7630,8711.40.99,8711.40.99
7631,8711.50.03,8711.50.03
7632,8711.60.01,8711.60.01
7633,8711.90.01,8711.90.01
7634,8711.90.99,8711.90.99
7635,8712.00.05,8712.00.05
7636,8713.10.01,8713.10.01
7637,8713.90.99,8713.90.99
7638,8714.10.01,8714.10.01
7639,8714.10.02,8714.10.02
7640,8714.10.03,8714.10.03
7641,8714.10.99,8714.10.99
7642,8714.20.01,8714.20.01
7643,8714.91.01,8714.91.01
7644,8714.92.01,8714.92.01
7645,8714.93.01,8714.93.01
7646,8714.94.01,8714.94.01
7647,8714.94.99,8714.94.99
7648,8714.95.01,8714.95.01
7649,8714.96.01,8714.96.01
7650,8714.99.99,8714.99.99
7651,8715.00.01,8715.00.01
7652,8715.00.02,8715.00.02
7653,8716.10.01,8716.10.01
7654,8716.20.04,8716.20.04
7655,8716.31.03,8716.31.03
7656,8716.39.03,8716.39.03
7657,8716.39.04,8716.39.04
7658,8716.39.08,8716.39.08
7659,8716.39.99,8716.39.99
7660,8716.40.91,8716.40.99
7661,8716.80.03,8716.80.03
7662,8716.80.99,8716.80.99
7663,8716.90.03,8716.90.03
7664,8716.90.99,8716.90.99
7665,8801.00.02,8801.00.02
7666,8802.11.01,8802.11.01
7667,8802.11.99,8802.11.99
7668,8802.12.01,8802.12.01
7669,8802.12.99,8802.12.99
7670,8802.20.01,8802.20.01
7671,8802.20.99,8802.20.99
7672,8802.30.01,8802.30.01
7673,8802.30.02,8802.30.02
7674,8802.30.99,8802.30.99
7675,8802.40.01,8802.40.01
7676,8802.60.01,8802.60.01
7677,8804.00.01,8804.00.01
7678,8805.10.01,8805.10.01
7679,8805.21.01,8805.21.01
7680,8805.29.99,8805.29.01
7681,8806.10.01,8802.40.01
7682,8806.10.02,8802.30.02
7683,8806.10.99,8802.11.99
7684,8806.10.99,8802.12.99
7685,8806.10.99,8802.20.99
7686,8806.10.99,8802.30.99
7687,8806.21.01,8525.80.05
7688,8806.21.99,8802.11.99
7689,8806.21.99,8802.20.99
7690,8806.22.01,8525.80.05
7691,8806.22.99,8802.11.99
7692,8806.22.99,8802.20.99
7693,8806.23.01,8525.80.05
7694,8806.23.99,8802.11.99
7695,8806.23.99,8802.20.99
7696,8806.24.01,8525.80.05
7697,8806.24.99,8802.11.99
7698,8806.24.99,8802.20.99
7699,8806.29.01,8525.80.05
7700,8806.29.02,8802.40.01
7701,8806.29.99,8802.11.99
7702,8806.29.99,8802.12.99
7703,8806.29.99,8802.20.99
7704,8806.29.99,8802.30.99
7705,8806.91.01,8525.80.05
7706,8806.91.99,8802.11.99
7707,8806.91.99,8802.20.99
7708,8806.92.01,8525.80.05
7709,8806.92.99,8802.11.99
7710,8806.92.99,8802.20.99
7711,8806.93.01,8525.80.05
7712,8806.93.99,8802.11.99
7713,8806.93.99,8802.20.99
7714,8806.94.01,8525.80.05
7715,8806.94.99,8802.11.99
7716,8806.94.99,8802.20.99
7717,8806.99.01,8525.80.05
7718,8806.99.02,8802.40.01
7719,8806.99.99,8802.11.99
7720,8806.99.99,8802.12.99
7721,8806.99.99,8802.20.99
7722,8806.99.99,8802.30.99
7723,8807.10.01,8803.10.01
7724,8807.20.01,8803.20.01
7725,8807.30.91,8803.30.99
7726,8807.90.99,8803.90.99
7727,8901.10.01,8901.10.01
7728,8901.10.99,8901.10.99
7729,8901.20.01,8901.20.01
7730,8901.20.99,8901.20.99
7731,8901.30.01,8901.30.01
7732,8901.30.99,8901.30.99
7733,8901.90.01,8901.90.01
7734,8901.90.02,8901.90.02
7735,8901.90.03,8901.90.03
7736,8901.90.99,8901.90.99
7737,8902.00.03,8902.00.03
7738,8903.11.01,8903.10.01
7739,8903.12.01,8903.10.01
7740,8903.19.99,8903.10.01
7741,8903.21.01,8903.91.01
7742,8903.22.01,8903.91.01
7743,8903.23.01,8903.91.01
7744,8903.31.01,8903.92.01
7745,8903.32.01,8903.92.01
7746,8903.33.01,8903.92.01
7747,8903.93.01,8903.99.99
7748,8903.99.99,8903.99.99
7749,8904.00.01,8904.00.01
7750,8905.10.01,8905.10.01
7751,8905.20.01,8905.20.01
7752,8905.90.01,8905.90.01
7753,8905.90.99,8905.90.99
7754,8906.10.01,8906.10.01
7755,8906.90.99,8906.90.99
7756,8907.10.01,8907.10.01
7757,8907.90.99,8907.90.99
7758,8908.00.01,8908.00.01
7759,9001.10.02,9001.10.02
7760,9001.20.01,9001.20.01
7761,9001.30.02,9001.30.02
7762,9001.30.99,9001.30.99
7763,9001.40.03,9001.40.03
7764,9001.50.02,9001.50.02
7765,9001.90.99,9001.90.99
7766,9002.11.01,9002.11.01
7767,9002.19.99,9002.19.99
7768,9002.20.01,9002.20.01
7769,9002.90.99,9002.90.99
7770,9003.11.01,9003.11.01
7771,9003.19.01,9003.19.01
7772,9003.90.02,9003.90.02
7773,9004.10.01,9004.10.01
7774,9004.90.99,9004.90.99
7775,9005.10.01,9005.10.01
7776,9005.80.91,9005.80.99
7777,9005.90.01,9005.90.01
7778,9005.90.02,9005.90.02
7779,9005.90.99,9005.90.99
7780,9006.30.01,9006.30.01
7781,9006.40.01,9006.40.01
7782,9006.53.01,9006.53.01
7783,9006.53.99,9006.51.01
7784,9006.53.99,9006.53.99
7785,9006.59.01,9006.52.99
7786,9006.59.02,9006.51.01
7787,9006.59.99,9006.52.01
7788,9006.59.99,9006.59.99
7789,9006.61.01,9006.61.01
7790,9006.69.99,9006.69.99
7791,9006.91.03,9006.91.03
7792,9006.99.99,9006.99.99
7793,9007.10.01,9007.10.01
7794,9007.10.02,9007.10.02
7795,9007.10.99,9007.10.99
7796,9007.20.01,9007.20.01
7797,9007.91.01,9007.91.01
7798,9007.92.01,9007.92.01
7799,9008.50.01,9008.50.01
7800,9008.90.02,9008.90.02
7801,9010.10.01,9010.10.01
7802,9010.50.91,9010.50.01
7803,9010.60.01,9010.60.01
7804,9010.90.01,9010.90.01
7805,9011.10.01,9011.10.01
7806,9011.10.99,9011.10.99
7807,9011.20.91,9011.20.99
7808,9011.80.91,9011.80.01
7809,9011.90.01,9011.90.01
7810,9012.10.01,9012.10.01
7811,9012.90.01,9012.90.01
7812,9013.10.01,9013.10.01
7813,9013.20.01,9013.20.01
7814,9013.80.91,9013.80.02
7815,9013.90.01,9013.90.01
7816,9014.10.01,9014.10.01
7817,9014.10.02,9014.10.02
7818,9014.10.03,9014.10.03
7819,9014.10.99,9014.10.99
7820,9014.20.01,9014.20.01
7821,9014.80.91,9014.80.03
7822,9014.90.02,9014.90.02
7823,9015.10.01,9015.10.01
7824,9015.20.01,9015.20.01
7825,9015.20.99,9015.20.99
7826,9015.30.01,9015.30.01
7827,9015.40.01,9015.40.01
7828,9015.80.01,9015.80.01
7829,9015.80.03,9015.80.03
7830,9015.80.04,9015.80.04
7831,9015.80.05,9015.80.05
7832,9015.80.99,9015.80.99
7833,9015.90.01,9015.90.01
7834,9016.00.02,9016.00.02
7835,9017.10.01,9017.10.01
7836,9017.10.99,9017.10.99
7837,9017.20.01,9017.20.01
7838,9017.20.99,9017.20.99
7839,9017.30.02,9017.30.02
7840,9017.80.03,9017.80.03
7841,9017.80.04,9017.80.04
7842,9017.80.99,9017.80.99
7843,9017.90.02,9017.90.02
7844,9018.11.01,9018.11.01
7845,9018.11.02,9018.11.02
7846,9018.12.01,9018.12.01
7847,9018.13.01,9018.13.01
7848,9018.14.01,9018.14.01
7849,9018.19.02,9018.19.02
7850,9018.19.05,9018.19.05
7851,9018.19.06,9018.19.06
7852,9018.19.99,9018.19.99
7853,9018.20.01,9018.20.01
7854,9018.31.01,9018.31.01
7855,9018.31.99,9018.31.99
7856,9018.32.02,9018.32.02
7857,9018.32.03,9018.32.03
7858,9018.32.04,9018.32.04
7859,9018.32.99,9018.32.99
7860,9018.39.02,9018.39.02
7861,9018.39.03,9018.39.03
7862,9018.39.04,9018.39.04
7863,9018.39.06,9018.39.06
7864,9018.39.99,9018.39.99
7865,9018.41.01,9018.41.01
7866,9018.41.99,9018.41.99
7867,9018.49.02,9018.49.02
7868,9018.49.04,9018.49.04
7869,9018.49.05,9018.49.05
7870,9018.49.06,9018.49.06
7871,9018.49.99,9018.49.99
7872,9018.50.91,9018.50.01
7873,9018.90.01,9018.90.01
7874,9018.90.02,9018.90.02
7875,9018.90.03,9018.90.03
7876,9018.90.04,9018.90.04
7877,9018.90.05,9018.90.05
7878,9018.90.06,9018.90.06
7879,9018.90.07,9018.90.07
7880,9018.90.08,9018.90.08
7881,9018.90.09,9018.90.09
7882,9018.90.10,9018.90.10
7883,9018.90.11,9018.90.11
7884,9018.90.12,9018.90.12
7885,9018.90.13,9018.90.13
7886,9018.90.14,9018.90.14
7887,9018.90.15,9018.90.15
7888,9018.90.16,9018.90.16
7889,9018.90.17,9018.90.17
7890,9018.90.18,9018.90.18
7891,9018.90.19,9018.90.19
7892,9018.90.20,9018.90.20
7893,9018.90.25,9018.90.25
7894,9018.90.27,9018.90.27
7895,9018.90.28,9018.90.28
7896,9018.90.31,9018.90.31
7897,9018.90.99,9018.90.99
7898,9019.10.02,9019.10.02
7899,9019.10.99,9019.10.99
7900,9019.20.01,9019.20.01
7901,9020.00.02,9020.00.02
7902,9020.00.03,9020.00.03
7903,9020.00.99,9020.00.99
7904,9021.10.06,7317.00.99
7905,9021.10.06,7318.14.01
7906,9021.10.06,7318.15.99
7907,9021.10.06,7318.16.06
7908,9021.10.06,7318.19.99
7909,9021.10.06,7318.22.02
7910,9021.10.06,7318.24.03
7911,9021.10.06,7318.29.99
7912,9021.10.06,8108.90.99
7913,9021.10.06,9021.10.06
7914,9021.21.02,9021.21.02
7915,9021.29.99,9021.29.99
7916,9021.31.01,9021.31.01
7917,9021.39.01,9021.39.01
7918,9021.39.02,9021.39.02
7919,9021.39.04,9021.39.04
7920,9021.39.99,9021.39.99
7921,9021.40.01,9021.40.01
7922,9021.50.01,9021.50.01
7923,9021.90.99,9021.90.99
7924,9022.12.01,9022.12.01
7925,9022.13.91,9022.13.01
7926,9022.14.91,9022.14.02
7927,9022.19.01,9022.19.01
7928,9022.21.03,9018.90.20
7929,9022.21.99,9018.90.99
7930,9022.21.99,9022.21.02
7931,9022.29.01,9018.90.99
7932,9022.29.01,9022.29.01
7933,9022.30.01,9022.30.01
7934,9022.90.03,9022.90.03
7935,9022.90.99,9022.90.99
7936,9023.00.01,9023.00.01
7937,9024.10.01,9024.10.01
7938,9024.80.91,9024.80.01
7939,9024.90.01,9024.90.01
7940,9025.11.01,9025.11.01
7941,9025.11.99,9025.11.99
7942,9025.19.01,9025.19.01
7943,9025.19.02,9025.19.02
7944,9025.19.03,9025.19.03
7945,9025.19.04,9025.19.04
7946,9025.19.99,9025.19.99
7947,9025.80.01,9025.80.01
7948,9025.80.99,9025.80.99
7949,9025.90.01,9025.90.01
7950,9026.10.07,9026.10.07
7951,9026.20.03,9026.20.03
7952,9026.20.04,9026.20.04
7953,9026.20.99,9026.20.99
7954,9026.80.91,9026.80.03
7955,9026.90.01,9026.90.01
7956,9027.10.01,9027.10.01
7957,9027.20.01,9027.20.01
7958,9027.30.01,9027.30.01
7959,9027.50.91,9027.50.99
7960,9027.81.01,9027.80.04
7961,9027.89.99,9027.80.04
7962,9027.90.01,9027.90.01
7963,9027.90.02,9027.90.02
7964,9027.90.03,9027.90.03
7965,9027.90.99,9027.90.99
7966,9028.10.01,9028.10.01
7967,9028.20.02,9028.20.02
7968,9028.20.03,9028.20.03
7969,9028.20.99,9028.20.99
7970,9028.30.01,9028.30.01
7971,9028.30.99,9028.30.99
7972,9028.90.03,9028.90.03
7973,9029.10.03,9029.10.03
7974,9029.10.99,9029.10.99
7975,9029.20.06,9029.20.06
7976,9029.90.01,9029.90.01
7977,9030.10.01,9030.10.01
7978,9030.20.02,9030.20.02
